itemKey,title,ISBN,extra,date,creators
EUF6LPNM,"43, according to Robin Price : with annotated bibliography [deluxe edition]","0-924433-12-4 978-0-924433-12-2",,"2009-00-00 2009","Price, Robin (Glenna Robin)"
JJ379BZA,"43, according to Robin Price : with annotated bibliography","0-924433-12-4 978-0-924433-12-2",,"2008-00-00 2008","Price, Robin (Glenna Robin)"
8QTFKZUC,"Un vuelo",,"OCLC: 1023514105","1993-00-00 1993","Meltzer, Mirta"
9AWK266W,"Women Songs: Vision and Metaphor",,"OCLC: 1015684845","1993-00-00 1993","Luckett, Rosemary; McDevitt, Charlotte; Adler, Patricia"
PCX7PIT9,"An eye for an eye.",,"OCLC: 52237113","1994-00-00 1994","Lorenz, Angela; Lorenz, Angela; Lorenz, Angela"
UA7PM3EF,"12:38 - 14:16",,"ID: VCU_ALMA21370321270001101","2006-00-00 2006","Deeg, Daniela"
CCIV94VQ,"The Jewelry Box",,,"2000-00-00 2000","Corral, Laurie"
ZQXNAJZ6,"Tap Root: Stories from the Earth",,,"2005-00-00 2005","Berkowitz, Bonnie A."
IX8RQNUR,"Ten reflections on Rainer Maria Rilke's Duino elegies",,"OCLC: 1099120669","2003-00-00 2003","Intima Press; Belloff, Mindy, Rilke, Rainer Maria; Oswald, Davis; Ivry, Judith"
TP3XFVZK,"Chapter XXOO.",,"OCLC: 58790468","2004-00-00 2004","Belloff, Mindy; Intima Press"
FE6CAZ74,"Pop Up * Pop Out",,,"2002-00-00 2002","Beech, Margaret"
NU9WVERF,"Punica granatum: a symposium on the true nature of the pomegranate & the myth of Aphrodite : a conceptual work",,"OCLC: 1280699311","2005-00-00 2005","Hermetic Press; Bart, Harriet; Bart, Harriet; Gallo, Philip; Press Collection (Library of Congress); Jevne, Jill; Mnemonic Press"
QWCE554S,"Alphabetica Synthetica: an exploration of the artificial world",,"OCLC: 816167377","2003-00-00 2003","Barton, Carol June"
D8T5CI4U,"Book of Questions",,,"2005-00-00 2005","Judin, Nina"
SKHURWFI,Aimo,,,"2005-00-00 2005","Judin, Nina"
WDT3UFSR,"Starship Log and Pod",,,"2004-00-00 2004","Johnston, Peggy L"
W5G2IHBZ,"The Nightingale and the Rose",,,"2005-00-00 2005","Johnson, Linda K."
PWWIMZSK,Journey,,,"2006-00-00 2006","Johnson, Julie L."
8AMSK3BI,Aleta,,,"2005-00-00 2005","Johnson, Julie L"
7SUH5TJV,"Greetings from Bloomington, Indiana",,,"2004-00-00 2004","Jesionowski, Rosemary Kate"
6U586J3G,"Ha Ha Ha",,,"2003-00-00 2003","Jacobson, Shellie"
A9KU5H3E,"Message Inside",,,"2002-00-00 2002","Jacobsin, Shellie"
DKWCVTTB,Breathe,,,"2005-00-00 2005","Jacobson, Shellie"
J984R4VM,"Alphabet Tricks",,,"2000-00-00 2000","Jacobs, Diane"
5I97II59,"The Black Hole",,,"2003-00-00 2003","Jacobs, Diane"
IAGF2F93,"Green Birchwood",,,"2004-00-00 2004","Jacobs, Amy"
76TA8ST6,"Three Grey Women",,,"2003-00-00 2003","Izumi, Garrett Abe"
DSZ8FNQR,"ABZ Bees",,,"2002-00-00 2002","Howe, Mary"
7PPHN9GC,"Wasps as Paper Makers",,,"2003-00-00 2003","Howe, Mary"
Z47N4Z4Q,"Dorothy: Images",,,"2001-00-00 2001","Horrigan, Terry"
NJ48ZHH4,"Paper Towers",,,"2005-00-00 2005","Horowitz, Sarah"
8KNNBAG2,"7 Extinction Events",,,"2006-00-00 2006","Hoffman, Judith A."
2P2UETNR,"Orange Album",,,"2006-00-00 2006","Hodges, David"
ZN9SRJ7H,"The mappist",,,"2005-00-00 2005","Hodges, David"
8GHMVC29,"Dancing with Amelia",,,"2000-00-00 2000","Hobson, Charles"
5U48SC3C,Skin,,,"2004-00-00 2004","Hines, Jennifer"
XKW3I64V,"Woman of Substance",,,"2004-00-00 2004","Hetzler, Patricia T."
I2KESZAU,"My House",,,"1998-00-00 1998","Hensel, Susan"
CCQE9FNH,"Oscar 365",,,"2002-00-00 2002","Henninger, Michael A."
9VCGVQWB,Book-let,,,"2000-00-00 2000","Henninger, Michael A."
TCAGCTP4,"The Book of Love",,,"2005-06-00 2005-06","Henninger, Michael A."
NVDW22QT,"Breathing Mac",,,"2000-00-00 2000","Hendricks, Steven"
9KH7VDI8,Wavewords,,,"1996-00-00 1996","Hellmann, Margery S."
HJW7EAFG,Epiphany,,,"2004-00-00 2004","Morris, Laura Ann"
JIHK8G9G,"Martyr, Mercury, & Rooster",,,"2005-00-00 2005","Heft, Caren; Morin, Jeffrey"
QE5V8BTH,Untitled,,,"2003-00-00 2003","Harsma, Theresa"
35DHBVX2,"Wrist Book",,,"2000-00-00 2000","Harrison, Julia"
A5DG99E9,"They All Laughed",,,"2002-00-00 2002","Hanmer, Karen"
QXK2F7PD,Succession,,,"2002-00-00 2002","Hanmer, Karen"
GZZ29J6V,"Post Card",,,"2004-00-00 2004","Hanley, Krista"
9CKUAG6B,"Sugar Queen",,,"2004-00-00 2004","Hagge, Willow"
RNVJEVHS,"From Familiar to Unfamiliar",,,"2005-00-00 2005","Gupta, Malini"
FKB45PU5,Cereology,,,"2003-00-00 2003","Gray, Erin B."
CHEI5UCD,"Cereology II",,,"2004-00-00 2004","Gray, Erin B."
FZCAUTVU,"Left Behind",,,"2006-00-00 2006","Goman, Mar"
2TXS4WQ2,Exhale,,,"2006-00-00 2006","Goman, Mar"
M7AR82BA,"Wrapped in Their Offspring",,,"2004-00-00 2004","Golden, Alisa"
49SBMQB6,"A Witness to Curious Speed",,,"2005-00-00 2005","Golden, Alisa"
92INKH9H,"Steaming on the Stovetop: Poems from the Pantry",,,"2003-00-00 2003","Golden, Alisa"
BEJPW7F3,Dormancy,,,"2006-00-00 2006","Gold, Emily"
2NB49DST,"These Walls",,,"2005-00-00 2005","Gold, Emily"
KUM2AMZR,"Colophon of Conversation",,,"2004-00-00 2004","Gillespie, David; Wangberg, Mark"
G3MHHMAW,"White Butterfly",,,"2004-00-00 2004","Gibson, Pamela S."
BJE7TENX,"Le Fleur",,,"2004-00-00 2004","Germani, Jeanne"
6RTJDEKB,Wings,,,"2003-00-00 2003","Germani, Jeanne"
5I3DVKNP,Cloudspeak,,,"2005-00-00 2005","Germani, Jeanne"
MINP6GXW,"Spirit Book #30: Ixchel's Dream",,,"2002-00-00 2002","Gaylord, Susan Kapuscinski"
ZXMQHDQZ,"Spirit Book #27: Absorbed Prayer",,,"2001-00-00 2001","Gaylord, Susan Kapuscinski"
FTKPX7SC,"Spirit Book #13: Hope Offering",,,"1998-00-00 1998","Gaylord, Susan Kapuscinski"
EDWF59NX,"Tan Lines",,,"2004-00-00 2004","Friedman, Julie"
DWSBW2Z4,"Finding Florence",,,"2001-00-00 2001","Freidman, Jenni"
W56KGCI4,"Dos-a-Dos Times Two",,,"2004-00-00 2004","Francis, Michelle"
DQDSF5US,"B is for Book",,,"2006-00-00 2006","Francis, Michelle"
GN5QMMSI,Untitled,,,"2004-00-00 2004","Francis, Michelle"
BBEWFMGP,"With Jazz by Bobbie Ann Mason",,,"2006-00-00 2006","Fox, Gabrielle"
ZAXPXMCC,Knots,,,"2005-00-00 2005","Fields, Katherine Rhodes"
II8RMNQT,"Is blood thicker than water?",,,"2003-00-00 2003","Fields, Katherine Rhodes"
BK36D2S7,"Travels with Mary Ann/Letter to the South",,,"2005-00-00 2005","Field, Dorothy"
EZ3DS96B,"Recollections by Bernard Middleton",,,"1996-00-00 1996","Etherington, Don"
CNBB5G6J,"Terminus Nord by Genevieve Letarte, Illustrated by Louis-Pierre Bougire",,,"1996-00-00 1996","Etherington, Don"
62TGASW5,"Book in a Book",,,"2005-00-00 2005","Essig, Daniel"
B2TGMMCB,"The Complexities of Pillow Talk",,,"1993-00-00 1993","Barbosa, Maria"
PTWIVSFP,"Evidence of attendants",,,"1991-00-00 1991","Connors, M. J."
MEWG68AG,Tucson,,,"1993-00-00 1993","Drucker, Johanna"
DQINTM4R,"Stetson Gets Respect",,,"1993-00-00 1993","Echevarria-Myers, Jo-Anne"
4R2GK6QF,"Just a Though for a Few",,,"1992-00-00 1992","Fogwell, Dianne"
9EPU3FS2,"First Crusade of the Holy Rockets",,,"1986-00-00 1986","Kelley, Margaret"
TRWNZTVH,Foreclosure,978-3-905714-60-9,,"2008-00-00 2008","Hirano, Taro"
BS9TFMF3,"Forced by bullets",,,"1980-00-00 1980","Potage, Michel"
RYAFURTU,"For your reading pleasure",,,"1978-00-00 1978","Swartz, Joel"
MUV2WE5P,"For fans and scholars alike","0-89822-049-1 978-0-89822-049-0","Additional WorldCat records available","1987-00-00 1987","Carrión, Ulises"
6PWL5Q95,Footing,,"Additional WorldCat records available","1968-00-00 1968","Gerz, Jochen"
XBNZVH4H,Foolscrap,,"Additional WorldCat records available","1973-00-00 1973","Stokes, Telfer"
2V393RKM,"for nothing changes....",,"Additional WorldCat records available","1976-00-00 1976","Walker, Todd"
GGXTG7D7,"For the voice","0262133776 (pbk. : set : alk. paper)","Additional WorldCat records available","2000-00-00 2000","Railing, Patricia; Lissitzky, El; Mayakovsky, Vladimir"
JHU52DJJ,"For Safe Keeping No Need To Read",,,,"Jackman, Sandra"
VM6EZWZG,"For rent",,"OCLC: 81635645","1990-00-00 1990","Downsbrough, Peter"
5FD4IYAR,"For Mimi",,,"1984-00-00 1984","Kellner, Tana"
29FF93EV,"Footnote 1",,,"1978-00-00 1978","Seidman, Spencer"
SW2I3789,"Foot and Mouth",,,"2001-00-00 2001","Kirby, Eilis"
WFWRZETA,"Fool's gold",,,"1991-00-00 1991","Bee, Susan; Bernstein, Charles"
AALMGL99,"Marriage proposal series II",,"ID: VCU_ALMA21381198660001101","2003-00-00 2003","Yoon, Maria"
4M7CPWBJ,"Martin Kippenberger: forgotten interior design problems at home.",978-3-89322-900-0,,"1996-00-00 1996","Kippenberger, Martin"
BG2NR4D6,Martyrs,,"[additional worldcat records available- 9/21/21] ID: VCU_ALMA21386406020001101","1989-00-00 1989","Campbell, Ken"
5JAFIKTN,"Mary Cassatt and Edgar Degas",,,,"Puth, Patti"
UE9EG2X5,"Masque: photographs of Halloween","0-89822-012-2 978-0-89822-012-4",,"1981-00-00 1981","Reed, Edward"
G7JSCVKQ,"Masturbation Meditation:  Book Number 65",,,"1976-00-00 1976","Smith, Keith A"
IG9HW63L,Match,,"[additional worldcat records available- 9/21/21] OCLC: 8335016","1975-00-00 1975","Kaprow, Allan"
3NLMGIY6,"Match Book",,,"2003-00-00 2003","Schofield, Lucy May"
9FDBXKLN,Matchbook,,,,"Savageau, Ann"
I2LUTMLH,Matterhorn,,,"1977-00-00 1977-1978","Lyons, Joan"
ACRULEP4,"Maurizio Nannucci: stored images.",,"[additional worldcat records available- 9/21/21]","1992-00-00 1992","Nannucci, Maurizio"
QFYUFCRN,"May I have a glass of water with no ice, please?",,,"1976-00-00 1976","Hompson, Davi Det"
NYPLITNZ,"Mayan hearts",,,"2003-00-00 2003","Laughlin, Robert M; Ojeda, Naúl; Past, Ámbar; López Castro, Rafael; Vázquez Moshán, Cristóbal"
CVJICKZ5,"Me & Jackie O",,"OCLC: 669634759","2008-00-00 2008","Curran, Paula J"
HPV65QJS,"Me and Tobi",,,"1991-00-00 1991","McDade, Elizabeth"
DFNS26SD,"Me Ben I sign","0-85998-019-7 978-0-85998-019-7",,"1975-00-00 1975","Vautier, Ben"
H7F3RQJ3,Me?,,,"1982-00-00 1982","Women's Studio Workshop; Kellner, Tana"
LI86XFWA,"Meanwhile, Back at the Andromeda Galaxy...",,,"1976-00-00 1976","Odysseus etc., D."
CH2K6FPQ,"Meat book",,,"1976-00-00 1976","Gleber, Conrad"
GG38CG5Y,"Medicine wheel",,"[additional worldcat records available- 9/21/21]","1983-00-00 1983","Coracle Press; Drury, Chris"
ZWLDVTZJ,"Meditations at the edge: paper and spirit",,,"1996-00-00 1996","Peter & Donna Thomas (Firm); Field, Dorothy"
KZ7AYH3I,"Meet Me in the Better Land",,,,"Cash, Barbara"
RT48TZ9P,"Meet the art students",978-1-900072-18-2,,"1997-00-00 1997","Coleman, Les"
A6WJ87G6,"Mel Bochner, working drawings and other visible things on paper not necessarily meant to be viewed as art","978-3-88375-264-8 978-2-8306-0146-6","[additional worldcat records available- 9/21/21] OCLC: 722996883","1998-00-00 1998","Bochner, Mel; Cherix, Christophe; Jenny, Laurent; Meyer, James Sampson"
HRLMM8T3,"Melody Marketing","0-89822-080-7 978-0-89822-080-3",,"2001-00-00 2001","Visual Studies Workshop; Lyons, Joan"
Q4AATWB3,"Memento pour un martin pecheur",,,"0000-00-00 N.d.",Guerryam
UB3FKNN9,"Memoire des murs",,,"1982-00-00 1982",Ramsa
XN996SC2,Memorial,,,"1981-00-00 1981","Cassel, Axel"
AEDGIFHG,"Memories of fruit",,"ID: VCU_ALMA21373492980001101","1988-00-00 1988","Chen, Julie; Morrison, Lois"
GM7RZG4E,Menschlich,978-3-88375-205-1,"[additional worldcat records available- 9/21/21]","1994-00-00 1994","Boltanski, Christian"
QQSQ526E,"Mental Health",,,"2000-00-00 2000","Laidler, Paul"
JW6FAZS5,"Menthol pictures",,"[additional worldcat records available- 9/21/21]","1980-00-00 1980","CEPA Gallery; Prince, Richard"
7QALZVZF,"Menthol wars",,,"1980-00-00 1980","Prince, Richard"
MP9MWPMY,Mercury,,,,"Kornblum, Allen; Kornblum, Cinda"
XT3LL5BN,"Meridian Passage",,,"1979-00-00 1979","Broaddus, John Eric"
KCWN2DV3,Merlin,,,"1974-00-00 1974","Zweig, Janet"
76ZS973B,"Mes clichés-témoins",,,"1973-00-00 1973","Messager, Annette"
85HQZ46X,"Mes depenses quotidiennes pendant un mois",,,"1972-00-00 1972","Messager, Annette"
I72RBA6P,"Mes enluminures",,"[additional worldcat records available- 9/21/21]","1988-00-00 1988","Messager, Annette"
WRWAXMWI,"Mes enveloppes manuscrites",,,"1972-00-00 1972","Messager, Annette"
DAR8K7G9,"Mes jalousies",,,"1972-00-00 1972","Messager, Annette"
8LDSS9BH,"Mes papiers des oranges mangees",,,"1973-00-00 1973","Messager, Annette"
8UGLUFVJ,"Mes peintures ont la vie courte mais elles ont plusieurs vies",,"OCLC: 33310292","1994-00-00 1994","Rutault, Claude"
DRHCAWJI,"Mes travaux d'aiguille",,,"1972-00-00 1972","Messager, Annette"
CMLVBEBT,"Messenger: how many beats from beirut to the jewel of the sea",,,"0000-00-00 N.d.","Cutler Shaw, Joyce"
B8WYGYKE,"Meta mor for the moon",,"[additional worldcat records available- 9/21/21]","1995-00-00 1995","Weil, Susan; Partovi, Zahra; Vincent Fitz Gerald & Company; Joyce, James; Kelly/Winterton Press; Color Girls (Firm)"
QXGIW9BG,"Metafisikal translations",,,"1962-00-00 1962","Paolozzi, Eduardo"
YV3XHZFQ,Metamorphosis,,"OCLC: 82685248","1978-00-00 1978","Greenwald, Caroline"
2H2URYJ6,"Metaphor 1",,,"1972-00-00 1972","Muffoletto, Robert"
YQPSWJQK,"Metro Police",,,"1976-00-00 1976","Nagy, Paul"
CQID4DLM,Mexico,,"[additional worldcat records available- 9/21/21]","2000-00-00 2000","Köhler, Stephan; Lange, Clemens-Tobias"
FJEDA8XI,"Mexico, 1979",,"[additional worldcat records available- 9/21/21]","1982-00-00 1982","Stedelijk Van Abbemuseum; Long, Richard"
P7F2VNL9,"Mia Cara Vasca",,,,"Baldi, Lanfranco"
97MW5BKY,"Michael Snow/ a survey",,"[additional worldcat records available- 9/21/21]","1970-00-00 1970","Snow, Michael; Art Gallery of Ontario"
94HTPAHD,"Midway 3",,"OCLC: 16564735","1982-00-00 1982","Finlay, Ian Hamilton; Jones, Grahame"
5LXEAIG2,"Mighty fortress",,,"1989-00-00 1989","Meador, Clifton"
WT5J2YT5,Migration,,"ID: VCU_ALMA21389312680001101","2007-00-00 2007","Robinson, Lisa Beth"
9NSS6VFQ,"Mil 1000 mille dates",,"OCLC: 84302068","1990-00-00 1990","Chopin, Henri"
UU485ZAR,"Milieu de dispersion",,,"1982-00-00 1982","Clerc, Jacques"
VVTUGTLE,"Mill river, river mill : with associated music",0-89822-120-X,,"1997-00-00 1997","Chaplin, Bob; Workshop, Visual Studies"
I44TKUW7,Mimesis,,,"1977-00-00 1977","Olesen, Muriel"
9FKZP9DK,"Mind massage",,,"1984-00-00 1984","Drucker, Johanna"
IARNCWQI,"Mio caro",,,"1980-00-00 1980","Baldi, Lanfranco; Tazzi, Pier Luigi"
MPU5CXQ8,Mirroirs,,"OCLC: 221944482","1984-00-00 1984","Cutts, Simon"
UJZZP7BR,Mirror,,,"2007-00-00 2007","Plath, Sylvia; Parr, Sara R."
4G6EZZHL,"Mirror box",,"[additional worldcat records available- 9/21/21] OCLC: 501457748","1995-00-00 1995","Carrion, Ulises"
DNAXLQKS,"Miss Price's primer: a gift of words",,"OCLC: 14770235","1984-00-00 1984","Price, Robin"
NTNTJQKJ,"Missing my mother",,,"2008-00-00 2008","Curran, Paula J"
69XIWWLX,"Mister Blue from day to day = Herr Blau von Tag zu Tag",,"[additional worldcat records available- 9/21/21] OCLC: 32593592","1983-00-00 1983","Roth, Dieter; Filliou, Robert; Wewerka, Stefan"
UZ8WXUCG,"Misunderstandings : a theory of photography",,"[additional worldcat records available- 9/21/21]","1970-00-00 1970","Bochner, Mel"
JVDDJ8ED,Mnemostrates,,,"1974-00-00 1974","Clareboudt, Jean"
KNWCSZ8J,Model,,"OCLC: 933787448","1972-00-00 1972","Ramsden, Mel"
MLNF5FJX,"Modular drawings.",,"[additional worldcat records available- 9/21/21]","1976-00-00 1976","LeWitt, Sol"
2289N4XG,"Moi Ben je signe.",,"OCLC: 950254782","1962-00-00 1962","Vautier, Ben"
2DR97VQY,"Moi, Ben je signe.",,"OCLC: 79890311","1975-00-00 1975","Vautier, Ben"
LVI8GBQ5,"Mom's House",,,"2000-00-00 2000","Bacon, Pat"
QFQUAAM5,"Monday Miracle",,,"1980-00-00 1980","Braunstein, Terry"
5M8SZVZB,Momento,,,"1973-00-00 1973","Mitchell, Suzanne"
2H8R9EDX,"Moments de silence I: recueillis en 8 documents : novembre 1969 octobre 1970",,"OCLC: 79809985","1970-00-00 1970","Pane, Gina"
7Q4VCZR8,"Momotaro/ Peach boy",978-1-893125-36-0,,"2003-00-00 2003","Arai, Tomie"
WURLPG7K,"Mon quartier vu de ma fenêtre",,"OCLC: 5413100","1978-00-00 1978","Bay, Didier"
262QQCQM,"Monday morning movie","0-935694-03-X 978-0-935694-03-1 0-935694-04-8 978-0-935694-04-8","[additional worldcat records available- 9/21/21]","1981-00-00 1981","Cesery, Barbara; Zuckerman, Marilyn"
VLANIZI6,"Monolitto mania",,,"1977-00-00 1977","Rosen, Ann"
2HWGZPS6,"Monologues and dialogues","0-9502457-8-X 978-0-9502457-8-2",,"1981-00-00 1981","Breakwell, Ian"
6GH95M7K,Monotype,,,"1984-00-00 1984","Boutin, Christophe"
8U724GNM,Monsters,,,"1977-00-00 1977","Lyons, David"
4N6C5WXA,"The Little Book of Fact and Fiction",,,,"Chast, Roz"
U5UDUPJ3,"Symphonia armonie celestium revelationum: Symphony of the harmony of heavenly revelation.  Circulus Sapientiae: Circle of Wisdom",,,"2001-00-00 2001","Hildegard, Saint"
J4KVVNHR,Tablettes,,,"1983-00-00 1983","Cossette, Louise"
P8JEV2M3,"Symphonic Visions",,,"1988-00-00 1988","Chen, Julie"
YRY63UNY,"T is for torture: what you should know about U.S. detention facilities and the war on human rights.",,"OCLC: 733062012","2006-00-00 2006","Weitlauf, Ashlee"
X4BHEW87,"T'e-ne-t'e: eine mythologische Vorführung",,"OCLC: 65448482","1974-00-00 1974","Baumgarten, L.; Oppitz, M."
RHKDD8FV,"Table talk of Ian Hamilton Finlay.",,,"1985-00-00 1985","Finlay, Ian Hamilton"
47TDU9PC,"Tagebuch: New York 1984",978-3-906127-04-0,,"1984-00-00 1984","Lüpertz, Markus"
KHN2GUMR,"Tagore nagar",,"ID: VCU_ALMA21380544770001101","1992-00-00 1992","Barrow, Amanda"
BGXI5H64,"Take note",978-2-905075-27-7,"OCLC: 22548570","1988-00-00 1988","Downsbrough, Peter"
REW7278Y,"Take one and see Mt Fujiyama, and other stories",0-916614-00-X,,"0000-00-00 c1976","Michals, Duane"
FZN69G45,"Taken the days after we had beef curry between 28.7.72 & 28.10.72","0-85998-016-2 978-0-85998-016-6",,"1974-00-00 1974","Fisher, Allen"
8YVFVF58,"Tale of the sands",,,"1980-00-00 1980","Mengershausen, Cornelia V."
LK9C943Y,"Tales of the floating world.",,,"1983-00-00 1983","Phillips, Nicholas"
UAF28AG5,"Talking to myself : the ongoing autobiography of an art object = Entretien avec moi-meme : l'autobiographie évolutive d'un objet d'art",,,"1974-00-00 1974","Piper, Adrian"
LUWKIW5E,"Tamiami trail",,,"1978-00-00 1978","Lyons, Joan"
IAXBMJB8,"Tangled web of erotic savage cunning = Een Kluwen wilde erotische listen",978-90-73501-20-1,,"1994-00-00 1994","Samore, Sam"
S4YW3YSP,Target,,,"1986-00-00 1986","Tuyle, Barbara"
2ESZCICC,"Target practice",,,,"Tucker, Daniel"
H7C82QJ4,Teatimes,,,"2005-00-00 2005","Brown, Allison Cooke"
YAMKURNF,"Tax forms, enclosed 1040EZ 1040A 1040",,,"1996-00-00 1996","Brooks, Stephanie"
HNB2KTK7,"Tea-leaves & fishes",,,"1966-00-00 1966","Finlay, Ian Hamilton"
IKCYZUGN,"Tea, c, d&c : cycles interrupted",,,"1994-00-00 1994","Wilson, Amy"
JUJWGGXF,"Teaching a Carolina dog to say ""Mama"": part one.",,,"1983-00-00 1983","Richman, Gary"
PRJP7H5Z,"Tear here.",,"OCLC: 237005778","2007-00-00 2007","Graham, Brandon"
NE39QTZW,"Techne e lavoro come arte",,,"1976-00-00 1976","Moretti, Alberto"
MYVSSYXM,Tekeningen,978-3-88537-048-2,,"1982-00-00 1982","Egten, Henriëtte van"
7FBES7Z8,"Telegrams from my windmill",,,"1964-00-00 1964","Finlay, Ian Hamilton"
HA6VMW7H,Television,,,"1985-00-00 1985","DeCoster, Miles"
XL2Y3JAW,"Telling time",,,"1979-00-00 1979","Levy, Judy"
D2ESLTBS,"Tempête et calme",978-2-914061-14-8,,"2004-00-00 2004","Verne, Jules; Lintott, Mark; Rothchild, Judith"
C4TDTMEM,"Temptation 1",,,"2006-00-00 2006","Nace, Stephanie"
UJ268JKW,"Ten convenient stores",,,"2005-00-00 2005","Erskine, Harlan"
VQD6VIF2,"Ten page note",,,"1973-00-00 1973","Wood, John"
KJS6UB6V,"Ten theses",,"OCLC: 868145521","1979-00-00 1979","Petasz, Pawel"
96NL6WYF,"Ten thousand lines: six thousand and two hundred and fifty-five lines",,,"1971-00-00 1971","LeWitt, Sol; Ravesteijn, Adriaan van; Beijeren, Geert van"
IR9AIT3C,"Ten ways of looking at a bird: for violin and harpsicord",978-0-914162-55-1,"OCLC: 78869791","1981-00-00 1981","Higgins, Dick"
IQP3PSDA,"Ten years of Uzbekistan: a commemoration",,,"1994-00-00 1994","Campbell, Ken; King, David; Rodchenko, Aleksandr Mikhaĭlovich"
V2JCB6GV,"Tender tearful spaces",,,"1992-00-00 1992","Horvitz, Suzanne"
X7EQQ997,Tenebre,,,"1981-00-00 1981","Berthin et Jouet"
2J5W2RK9,"Tension: a book about family relationships",,,"1977-00-00 1977","Bacher, Fred"
JGHWJA6Z,Terminal,,,"2004-00-00 2004","Johnston, Amy ""Bonk"""
4DTU5NSS,Terra,,,"1984-00-00 1984","Terauchi, Yoko"
VN9XJZ7X,Terror,,,"1985-00-00 1985","Lazaron, Edna"
SP7Y9N4U,"Terror terror : a book of poems are invitations to jump in the lake",,"ID: VCU_ALMA21391587660001101","1977-00-00 1977","Campbell, Ken"
HVTMEX5V,"Testament of women: a new translation to & from the texts",,"OCLC: 71341525","2005-00-00 2005","Drucker, Johanna"
NQXFI8HY,Testimonials,,"OCLC: 8338675","1976-00-00 1976","Kaprow, Allan"
3QSBCNCG,Tetrascroll,,,"1977-00-00 1977","Schlossberg, Edwin; Fuller, R. Buckminster"
HWBKUN5D,TH,,,"1978-00-00 1978","Byars, James Lee"
7ADCVIVC,"The 336 lines currently expurgated from Shakespeare's Romeo and Juliet in ninth grade textbooks",,,"1989-00-00 1989","Zweig, Janet; Shakespeare, William"
FWBI4549,"The 42-letter name",,"OCLC: 461039376","2009-00-00 2009","Price, Robin; Kirschbaum, Robert; Kiener, Ronald C; Botnick, Ken; Creighton, Sarah"
G4GB6C4H,"The a la menthe",,,"1982-00-00 1982",Ramsa
EI9YMRF3,"The A-Z book",,"ID: VCU_ALMA21397435810001101","1965-00-00 1965","Ockerse, Thomas"
EVTCQSTY,"The Aleph",,,"1985-00-00 1985","Miller, Brenda"
WTPS3FT4,"The anatomy lesson: unveiling the Fasciculus medicinae",,,"2004-00-00 2004","Cutler-Shaw, Joyce; Price, Robin; Goodman, Jon; Schupbach, William; Ketham, Joannes de"
SYJVSVW6,"The anatomy of Proteus: according to Merriam-Webster's Third new international dictionary of the English language unabridged","0-89822-026-2 978-0-89822-026-1",,"1982-00-00 1982","Gordon, Bonnie"
NE6DL3TX,"The anatomy of the image maps: according to Merriam-Webster's Third new international dictionary of the English language unabridged","0-89822-028-9 978-0-89822-028-5",,"1982-00-00 1982","Gordon, Bonnie"
W99EI378,"The Anti-Warhol Museum: proposals for the socially responsible disposal of Warholia","0-932526-48-9 978-0-932526-48-9",,"1993-00-00 1993","Nexus Press; O'Connell, Bonnie P."
D2BNPQ4A,"The Appointment",,,,"Dove, Jan"
HNW89E7R,"The architect & the housewife",978-1-870699-40-2,,"1999-00-00 1999","Stark, Frances"
LZCZ35C2,"The Archives.",,"OCLC: 640262831","1981-00-00 1981","Van Beveren, Peter"
UNRPFH8S,"The Art of the Bicycle Ride",,"Additional WorldCat entry: https://www.worldcat.org/title/b-working-in-brooklyn-artists-books-feb-3rd-april-16th-2000/oclc/212372235","2000-00-00 2000","Larkins, George"
L768JUCZ,"The Baader-Meinhof affair",978-0-89439-010-4,,"2002-00-00 2002","Cosgrove, Erin"
6V69IY9S,"The ballerina",,,"1984-00-00 1984","Christmastree, Lori"
4G3CRM8K,"The Balloon Race",,,,"Geisert, Arthur"
ETVTT4IX,"The Beach: A Short Story",,,"1989-00-00 1989","Allix, Susan J."
WPXPEKYS,"The beauty book",,,"1987-00-00 1987","Haynes, Ric"
U78DUDFY,"The Bell Show",,,"1982-00-00 1982","Share, Susan"
5YEBADUE,"The big relay race",,,"1981-00-00 1981","Smith, Michael; Lagestein, Leendert van"
SSL2QZJ2,"The black book",,,"1967-00-00 1967","Ramsden, Mel"
JCBL6KDD,"The blindings",978-1-870699-18-1,,"1995-00-00 1995","Catling, Brian; Hunt, Ian; Bend, Grita van der"
IJYTSSGB,"The book of do's","0-937966-11-8 978-0-937966-11-2",,"1982-00-00 1982","Porter, Bern; Dog Ear Press"
WR9247UK,"The Book of Revelation",,,"1995-00-00 1995","Price, Robin; Benish, Barbara; Lange, Gerald; Brock, David"
3IGJSKKV,"The Book of Sisters",,,"1978-00-00 1978","Freeman, Jane"
4GS3WSJN,"Dieter Roth boeken: Stedelejk Museum Amsterdam, 1 Februari-16 Maart 1975.",,"Additional WorldCat records available","1975-00-00 1975","Roth, Dieter"
2AG7C9F4,"Die-cut plug wiring diagrams",,"Additional WorldCat records available","1992-00-00 1992","Pawson, Mark"
XP9RY9VH,"Die Zeitungsannonce als Kunstwerk, 1964/74.",,"Additional WorldCat records available","1974-00-00 1974","Ulrichs, Timm"
W6ASFQ9T,"Die Toten 1967-1993: Studentenbewegung, APO, Baader-Meinhof, Bewegung 2. Juni, Revolutionäre Zellen, RAF, --",978-3-933485-01-4,"OCLC: 49774789
Additional WorldCat records available","1998-00-00 1998","Feldmann, Hans-Peter"
