canonicalKey,canonicalLib,held,sourceKeys,title,date,publisher,place,ISBN,ISSN,language,numPages,edition,series,seriesNumber,callNumber,url,extra,shortTitle,creators
XUTWSGQX,3,,3:XUTWSGQX; 2:5GUD6THJ,Must art think like I do,1996-00-00 1996,G. Detrani,"New Pitz, NY",,,,1 v. (un,,,,,,,,Geoffrey Detrani
BDH4KP5P,3,true,3:BDH4KP5P; 2:HDZZHDPW; 1:I6DX8GRX,Mutually exclusive,2002-00-00 2002,Naughty Dog Press,"New York, NY",,,,,,,,,,,,Emily Martin
FSGBHJDV,3,true,3:FSGBHJDV; 2:4GSPJSNA; 1:LLBP3IUB,My 9 migraine cures,1987-00-00 1987,Visual Studies Workshop ; Women's Studio Workshop,"Rochester, NY ; Rosendale, NY",,,,,,,,,http://www.worldcat.org/oclc/858429141,,,Ann Kalmbach; Tana Kellner
FIKW97LF,3,,3:FIKW97LF; 2:B329WP7T,"My activity, 1965-73",1970-00-00 1970,Publisher not identified,Place of publication not identified,,,,,,,,,,ID: VCU_ALMA21401576200001101,,J. H. Kocman
5EQ72CKH,3,,3:5EQ72CKH; 2:4FQK7GPV,My adolescent loves,1976-00-00 1976,A. Tacha,"Oberlin, OH",,,,1 folded sheet ([9],,,,,,"Imprint dated ""1974-76""",,Athena Tacha
YEVN4QF3,3,,3:YEVN4QF3; 2:ITW5W357,"My body, the earth",,Soaring Spirit Artworks & Press,S.l.,,,,,,,,,,"In matchbox.
""This accordion book, 'My body, the earth' was created using a matchbox, Canson papers, spackle, and acrylics, with Comic Sans on an Epson 860. It is one of a kind.""--Back of cover.",,Junardi Armstrong
PA3AFI96,3,,3:PA3AFI96; 2:NQE6UZEC,My Book Journal: 1980-1982,,,,,,,33 leaves,,,,,[no worldcat record found-- 9/20/21],,,Douglas Beube
W457V7XF,3,,3:W457V7XF,My Bookhouse: From the Tower Window,1992-00-00 1992,,,,,,,,,,,[No Worldcat Record Found- 11/11/21],,,Terry Braunstein
G5Y96EBZ,3,,3:G5Y96EBZ; 2:EZNNWHQQ,My car doesn't need a gas tank,0000-00-00 c2006,Productiongray editions,Montréal,2-9807779-3-5 978-2-9807779-3-6,,,,,,,,,[21] leaves : col. ill. ; 75 mm x 28 cm.,,Gray Fraser
JHFEXWUY,3,,3:JHFEXWUY; 2:6GUEKRZT,My collected stamps.,1979-00-00 1979,Wedgepress & Cheese,"Bjerred, Sweden",978-91-85752-07-2,,Swedish,,,,,,http://www.worldcat.org/oclc/12036693,OCLC: 12036693,,Leif Eriksson
G4XRMULE,3,true,3:G4XRMULE; 2:PKDU8G92; 1:6STZMJ5M,My constant companion,2005-00-00 2005,Borowsky Center for Publications Arts at the University of the Arts,Philadelphia,,,,,,,,,,,,Bea Nettles
ZSZ9V569,3,,3:ZSZ9V569; 2:4I9KFJ8G,My contribution to recovery from the recession and toward the improvement of the economy in 1993 : a politically motivated artist book,1993-00-00 1993,Penny Ante Press,"Chelsea, MA",,,,,,,,,,ID: VCU_ALMA21380641130001101,,Melissa Shook
QRT4DU4K,3,,3:QRT4DU4K; 2:AATSQBJ7,My dark friend,0000-00-00 c1988,Nexus Press,"Atlanta, GA",0932526227,,,[22],,,,,,,,Val Tillery
4T5WTCMU,3,,3:4T5WTCMU; 2:97MN7ZQS,"My darling, my reason : Roger DN",2006-00-00 2006,sailorBOYpress,"Stevens Point, WI",,,,[14],,,,,,"Publication statement from colophon.; ""The letters came to me in an anonymous way with no knowledge of the author or the relationship with his wife. This book has evolved over time from the original intention of being a photo album to a book that presents the possible thoughts of Roger D N who wrote to his wife faithfully while a sailor during World War II. Misspelling and grammatical oddities remain from the original letters. He is opinionated, perhaps stopped in time, and in the company of men. He both misses his wife and embraces a community separate from women. At what point does the mind wander and begin to consider the alternatives? What makes distraction and lust permissible?""–Colophon.; ""The type is newly cast 20th Century Light by M&H Foundry and Composition. The selection is made to purposely not emulate script or the typewriter, both formats of the original letters. The substrate is gelatin-sized Hahnemuhle watercolor paper. The photographs, with the exception of two obvious photo postcards, have never been published and are part of a larger collection of such images of sailors. They are editioned using an archival inkjet process on Kodak Ultima paper. This book is in an edition of 48, numbered with the appropriate ration stamp.""–Colophon.; Issued in brown cloth clamshell case.; Hay Star copy: No. 42.",,Jeffrey W. Morin; sailorBOYpress
QP7DGNIV,3,,3:QP7DGNIV; 2:967K68ZT,My fears,1980-00-00 1980,A. Tacha,"Oberlin, OH",,,,,,,,,,"1 sheet ;; Imprint dated ""1979-80""; Issued in plastic pocket",,Athena Tacha
PQPNWR54,3,,3:PQPNWR54; 2:82PKWNT3,My first artists' book,1996-00-00 1996,Arts at the Center,"Wappinger's Falls, NY",,,,,,,,,,ID: VCU_ALMA21365646030001101,,Carolyn Swiszcz
ZH4HSEYC,3,,3:ZH4HSEYC; 2:2WZ8HSI8,My flag,1995-00-00 1995,Visual Studies Workshop Press,"Rochester, NY",0-89822-116-1 978-0-89822-116-9,,English,,,,,,http://www.worldcat.org/oclc/1073584901,,,Babette Katz; Artists' Books Collection (Library of Congress)
CFC3K2RS,3,,3:CFC3K2RS; 2:DVEPEXR9,My Frankenstein,1991-00-00 1991,Clarté Press,New York ; Oxford,,,,,,,,,,ID: VCU_ALMA21375224900001101,,Michael Corris
ZN5K9PCM,3,,3:ZN5K9PCM; 2:IIQX4KTW,My Game,0000-00-00 c2003,Jamal Hamed and Mohamed Hamed,"Riyadh, Saudi Arabia",,,,,,,,,[no worldcat record found-- 9/20/21],,,Abd Almardy Abied
3DN4DLQD,3,,3:3DN4DLQD; 2:IRHJ5TME,My hand,0198-00-00 198-,Carnal unions,[s.l.],,,,1 v. (un,,,,,,,,Ruston
BI3QFGVA,3,,3:BI3QFGVA; 2:4PKVKSWU,My Heart Belongs to Daddy,,,"Emmitsburg, MD",,,,,,,,,[no worldcat record found-- 9/20/21],,,Nora Ligorno
I2KESZAU,3,,3:I2KESZAU,My House,1998-00-00 1998,,"Minneapolis, Minnesota",,,,,,,,,[No WorldCat records found 12/1/21],,,Susan Hensel
RH46YYBQ,3,,3:RH46YYBQ; 2:K9UF8673,My house,2000-00-00 2000,Susan Hensel,United States?,,,,1 v. (un,,,,,,,,Susan Hensel
ELGK62FT,3,,3:ELGK62FT; 2:XWJSHME5,My house I sweep out,0000-00-00 c1989,Never Mind the Press,"Berkeley, CA",,,,4 folded sheets (14,,,,,,,,Alisa Golden
NFNF98CF,3,,3:NFNF98CF,My Life as a Tree: Book Puppet,2005-00-00 2005,,"Bloomsbury, New Jersey",,,,,,,,,[No WorldCat records found 11/4/21],,,Bonnie A. Berkowitz
MDVM8VU7,3,,3:MDVM8VU7; 2:VFRVG8JD,My life in a book,1986-00-00 1986,Visual Studies Workshop Press,,,,,,,,,,[no worldcat record found-- 9/20/21],,,Francois Deschamps
Q536V483,3,true,3:Q536V483; 2:U87JG6QW; 1:P759PYCC,My life in the New York Times,2011-00-00 2011,Edgewise Press,New York,1893207277 (pbk.),,,,1st ed.,,,,,,,Ross Bleckner
AB36I6CE,3,,3:AB36I6CE; 2:KDFFHCXC,My life in The New York Times : an artist and his work,2012-00-00 2012,Allworth Press,New York,1-58115-903-X,,,,,,,,,,My life in The New York Times,Ross Bleckner
JS8GEBFT,3,,3:JS8GEBFT; 2:TW9D8SSA,My life on the floor : Glaza/Richard,1974-00-00 1974,Buffalo Press,"New York, NY",,,,,,,,,,ID: VCU_ALMA21373839230001101,,Richard Nonas
H3UQ9IBD,3,,3:H3UQ9IBD; 2:RVUHN4KF,My life's an open book,1988-00-00 1988,,,,,,,,,,,[no worldcat record found-- 9/20/21],,,William Drendel
SP8MHI9Z,3,,3:SP8MHI9Z; 2:9XUHNQAR,My love,1971-00-00 1971,,,,,English,,,,,,http://www.worldcat.org/oclc/258705521,[additional worldcat records available- 9/20/21],,Niki de Saint-Phalle
5LUFXCIT,3,,3:5LUFXCIT; 2:BIJVW67C,My memory,0199-00-00 199-,[s.n.],[s.l.],,,,1 v. (un,,,,,,,,Kyongmee Kim
6VYDSH22,3,,3:6VYDSH22; 2:IEQSVABJ,My mother : a psychological portrait,1973-00-00 1973,[s.n.],"Oberlin, OH",,,,folder [7],,,,,,,,Athena Tacha
FGI58BRN,3,true,3:FGI58BRN; 2:HKPQ8NUC; 1:VSQKW4BW,My mother's book,1993-00-00 1993,Visual Studies Workshop Press,"Rochester, NY",0-89822-104-8,,,,,,,,http://www.worldcat.org/oclc/28312577,,,Joan Lyons; Visual Studies Workshop
IHBXHKV7,3,true,3:IHBXHKV7; 2:MDQNT48K; 1:GJRIRZ9V,My mother's coming to town.,1994-00-00 1994,Nexus Press,"Atlanta, GA",,,,,,,,,,,,Jill Larson; Nexus Press
I4GVSYI3,3,,3:I4GVSYI3; 2:CPNC3E4S,My name is carrot,2007-00-00 2007,,"Farmville, VA",,,,7,,,,,[no worldcat record found-- 9/20/21],,,Kerri Cushman
W4KQB563,3,,3:W4KQB563; 2:EVGN22XZ,My new home,2000-00-00 2000,Kyle Bravo,"Richmond, VA",,,,,,,,,,ID: VCU_ALMA21452371780001101,,Kyle Bravo
6BYEL97V,3,,3:6BYEL97V; 2:WI72TT3H,My parents : how I remember them,1993-00-00 1993,M.S. Wilson,"Leonia, NJ",,,,,,,,,,ID: VCU_ALMA21390573310001101,,Marcia Sandmeyer Wilson
Y8MH3M28,3,,3:Y8MH3M28; 2:M8RWMC8R,My poetry is the world,2002-00-00 2002,Selbstverl.,Eschenau,,,English,,,,,,http://www.worldcat.org/oclc/642989816,OCLC: 642989816,,Herman de Vries
VR7PDUD5,3,,3:VR7PDUD5; 2:FUXA859W,My pretty pony,1988-00-00 1988,Alfred A. Knopf,New York,978-0-394-58037-1,,English,,,,,,http://www.worldcat.org/oclc/924571384,[additional worldcat records available- 9/20/21],,Stephen King; Barbara Kruger; Whitney Museum of American Art (New York)
DAKPH2NP,3,,3:DAKPH2NP; 2:53M8QVGX,My thieving : a story of Jean Genet,2005-00-00 2005,Picture Books,New York,,,,,,,,,,"""... 50 copies.""– Colophon.; Signed by the author.; Copies 40 of 50 copies.; Artist's book on the life of Jean Genet.",,Chip Duyck; Chip Signer Duyck
L283NSJA,3,,3:L283NSJA; 2:VAXZFAAC,My twelve steps,1997-00-00 1997,Naughty Dog Press,"Iowa City, IA",,,,,,,,,http://www.worldcat.org/oclc/37364844,"1 folded leaf ; 16 cm. + 1 card (8 x 11 cm.)
ID: VCU_ALMA21365624300001101",,Emily Martin
KG972PYC,3,,3:KG972PYC; 2:G4SP9N85,Myself: timed exposures,0000-00-00 c1971,,"Los Angeles, CA",,,,,,,,,,1 v. (chiefly illus.) 14 x 22 cm.,,Mike Mandel
MES4DFIT,3,true,3:MES4DFIT; 2:DIENADJE; 1:BWD5RPQA,Mystic places,2013-00-00 2013,Horses Think Press,"Brooklyn, NY",,,,,,,,,,,,Justin Reed
Q9LATMS8,3,,3:Q9LATMS8; 2:K9C57K92,"Mythos, chronos, logos",0000-00-00 c2000,Press 63 Plus,"Atlanta, GA",,,,,,,,,,[22] leaves : ill. ; 18 x 29 cm.,,Ruth Laxson
E7NGMDTT,3,,3:E7NGMDTT; 2:E2W2ZAXF,Mzlk : the tours,1997-00-00 1997,B. Freeman,"New Haven, CT",,,,168,,,,,,,,Brad Freeman
9YH44I6G,3,true,3:9YH44I6G; 2:FNABNDS5; 1:N45ZMXU8,Máximas mínimas para la supervivencia de los argentinos,1999-00-00 1999,La Marca,Buenos Aires,950-889-037-1,,,,,,,,,,,Alfredo Benavídez Bedoya; Lucas Benavídez; La Marca Editora
ADG2HXE7,3,,3:ADG2HXE7; 2:GNKIDVW9,Mèla post card book : a collection of artists' postcards : una raccolta di cartoline d'artista,1979-00-00 1979,Biancoenero Edizione d'Arte,Firenze,,,,,,,,,,ID: VCU_ALMA21381426110001101,,Maurizio Nannucci
LUWTTTG4,3,true,3:LUWTTTG4; 2:6WJNASK5; 1:HM6IY3MU,Mémoire d'un voyage en Oceánie,1995-00-00 1995,PhotoForum,"Auckland, NZ",0-9597818-4-6,,,,,,,,,,,F Deschamps
C8UC58EE,3,,3:C8UC58EE; 2:6REAI9T6,München,1991-00-00 1991,Galerie Rupert Walser,Munich,,,,,,,,,[no worldcat record found-- 9/20/21],,,Peter Downsbrough
5SR4U5P6,3,,3:5SR4U5P6; 2:5MS82MSV,N8,,D. Vance,"Atlanta, GA",,,,,,,,,,5 v. in a folder : ill. ; 22 cm.,,Darryl Vance
FP2Z86BN,3,,3:FP2Z86BN; 2:G38BQIJK,Nacht und Tag und Nacht,1963-00-00 1963,"Basilius Press ; Wittenborn, American distributor","Basel ; Scarsdale, NY",,,,,,,,,,ID: VCU_ALMA21463890030001101,,Warja Lavater
WLZDC7AU,3,,3:WLZDC7AU; 2:ANG6U859,Nachtfreudenwalzer,1979-00-00 1979,G. Brus,"Berlin, [Grunewaldstr. 76",,,German,,,,,,http://www.worldcat.org/oclc/76621254,,,Günter Brus
CUFBLHX2,3,true,3:CUFBLHX2; 2:AJJIIQ4X; 1:N9YFMRAC; 1:U3BJIXIE,Nada para el destino = Nothing for destiny,2009-00-00 2009,Proyecto Docena,Buenos Aires,978-987-1460-22-9,,,,1a ed.,,,,,,,Ral Veroni; Gabo Ferro; Flopa Lestani
HK46XWRN,3,,3:HK46XWRN; 2:FBE4NS5D,Nadruk = Emphasis,1984-00-00 1984,Haags Gemeentemuseum,The Hague,,,,[104],,,,,,,,Jan Voss
EEA3T56B,3,,3:EEA3T56B; 2:M677MRBQ,Nakazora,2001-00-00 2001,Nazraeli Press,"Tucson, AZ",1-59005-022-3,,,,1st ed.,,,,,,,Masao Yamamoto; Reiko Nakajima; Nazraeli Press; 1948- 中島礼子
2837DGZN,3,,3:2837DGZN; 2:UAQC8JAV,Naked New York: Nan Goldin meets Yukio Kobayashi,1996-00-00 1996,Nicole Times Pubisher Mitsuhiro Matsuda,Tokyo,,,English,,,,,,http://www.worldcat.org/oclc/997435240,,Naked New York,Nan Goldin; Yukio Kobayashi; Mitsuhiro Matsuda
H48IMFKS,3,,3:H48IMFKS; 2:ZQTAZPUI,"Nam June Paik, Werke, 1946-1976; Musik-Fluxus-Video: Ausstellung Kölnischer Kunstverein, 19 November 1976-9 Januar 1977, Redaktion: Wulf Herzogenrath",1977-00-00 1977,Kölnischer Kunstverein,Köln,,,,168,,,,,,,,Nam June Paik
IIKATLCQ,3,,3:IIKATLCQ; 2:DIM68SP9,Name self portrait as the author of the titles of some imaginary books,1980-00-00 1980,The Author,"Sutter Creek, CA",,,,,,,,,,Cover title.,,Gene B. Beery
SAUX797P,3,true,3:SAUX797P; 2:RKEBPAIG; 1:UK4ALEJH,"Name, class, subject",2009-00-00 2009,Raking Leaves,London,0-9556674-2-9,,,,,,,,,,,Aisha Khalid; Sharmini Pereira
7N2AGNCE,1,true,1:7N2AGNCE,"Name, thing, thing : a primer in parallel typographies",2018-00-00 2018,"Printed Matter, Inc.","New York, NY",,,English,,,,,N7433.4.M255 N36 2018,https://catalog.lib.unc.edu/catalog/UNCb9519909,,,"Gerardo Madera; Sylvia, 1991- McNamara; Inc. Printed Matter"
KHYCFFN2,3,,3:KHYCFFN2; 2:F4B7KJF3,Names & poems,0000-00-00 c1999,WhiteWalls,Chicago,,,,1 v. (un,,,,,,,,Helen Mirra
JKVNPLEY,3,true,3:JKVNPLEY; 2:2DX46P28; 1:KCSPZPTW,Nancy Reagan is killing me,2016-00-00 2016,"Center for Book and Paper Arts, Columbia College",Chicago,,,,,,,,,,,,artist charlesRYANlong; Ill ) Center for Book & Paper Arts Columbia College (Chicago
WXQXIMZV,3,,3:WXQXIMZV; 2:XGX7GQPH,NappygRams,0199-00-00 [199-],Ardea Arts,"Whitewater, WI",,,,,,,,,,,,Amos Paul Kennedy
G9JVYCRU,3,true,3:G9JVYCRU; 2:AF8D7VDU; 1:PR4YABJB,Narcisismo y emblema,1993-00-00 1993,R. Veroni,Buenos Aires?,,,,,,,,,,,,Ral Veroni
N2J4MPCW,3,,3:N2J4MPCW; 2:HP28Z232,Narcissisme appetissant,1982-00-00 1982,,,,,,,,,,,[no worldcat record found-- 9/20/21],,,Graziella Borghesi
35Y7NQGS,3,,3:35Y7NQGS; 2:PXSPZTM3,Narcissus,,,"Roslyn, NY",,,,,,,,,http://www.worldcat.org/oclc/84112887,,,Lois Polansky
XYG4SPBI,1,true,1:XYG4SPBI,Narraciones desde el último cuarto ; Postales,2007-00-00 2007,"México, D.F. : MoNDAo corp. Ediciones, c2007.",,978-970-95621-0-1 978-970-95621-1-8,,,,,MoNDAo corp. ediciones ; 3,,N7433.4.M625 A1 no.3,https://catalog.lib.unc.edu/catalog/UNCb6226622,,,Luis Carlos Hurtado Hernández
FXFFKB4H,3,,3:FXFFKB4H; 2:Q3M5IHC5,"Narratology: historical romance, sweet romance, science fiction, romantic suspense, supernatural, horror, sensual romance, adventure, thriller, glitz",1994-00-00 1994,[J. Drucker?],"[New York, N.Y.?]",,,English,,,,,,http://www.worldcat.org/oclc/957336498,,Narratology,Johanna Drucker
XPV8EM77,1,true,1:XPV8EM77,Naseri's road = راه ناصرى / Naseri's road = Rāh-i Nāṣirī,2017-00-00 2017,Bon Gah,Tehran,978-600-5268-34-8,,,,,,,N7433.4.A35 N37 2017,https://catalog.lib.unc.edu/catalog/UNCb9165325,,,Hedieh Ahmadi
X52EXFBT,3,true,3:X52EXFBT; 2:E3X2FCHF; 1:Q9TVBZGJ,Nationalfeiertag,2015-00-00 2015,BöhmKobayashi,Amsterdam,978-94-90119-33-1,,,,,,,,,,,Katja Stuke
PJYXFPFX,3,,3:PJYXFPFX; 2:X93RK4VR,Natural assemblages and the true crow,1980-00-00 1980,,,0-914162-47-0 978-0-914162-47-6,,English,,,,,,http://www.worldcat.org/oclc/920385883,,,Alison Knowles
S2JZXXAA,1,true,1:S2JZXXAA,"Natural selection, or, Everything you'll never know (in 1974)",2019-00-00 2019,[JAB Books],[Chicago],,,English,,,,,Bound Serials JAB no.45(Spring 2019) Suppl.,https://catalog.lib.unc.edu/catalog/UNCb9587440,,,Hazel Grainger
3EUDLITW,3,,3:3EUDLITW; 2:X5IIP3F6,Nature abhors,2003-00-00 2003,Spaceheater Editions,"Rhinebeck, NY",,,,[30],HP indigo digital,,,,,,,Philip Zimmermann
2764J579,3,,3:2764J579; 2:93UGK7N6,Nature morte,2005-00-00 2005,Editions Koch,"Berkeley, CA",,,,13 letter,,,,,,"still image; unmediated; sheet; ""A portfolio consisting of eleven digitally reconfigured pigment prints [color inkjet prints] by Peter Rutledge Koch accompanied by texts selected from the writings of Meriwether Lewis, William Clark, Ross Cox, William T. Hornaday, L.A. Huffman, Ellers Koch, and others. The text was designed and printed letterpress on HahnemÃ¼hle Copperplate by Peter Koch with the assistance of Jonathan Gerken at Peter Koch Printers in Berkeley, California. The title page engraving was hand-colored by Susan Filter. The typefaces are Quadraat, Quadraat Italic, and Futura Extra Bold. The digital pigment prints were scanned, refined, and printed on HahnemÃ¼hle Photo Rag at Urban Digital Color in San Francisco. The box was constructed by John DeMerritt, Emeryville, California. This edition is limited to twenty-five signed and numbered copies and one artist's proof designated A/P, and consists of eleven digital pigment prints enclosed in letterpress printed bifolia with additional texts. Nature morte was originally commissioned by the Holter Museum of Art in Helena, Montana on the occasion of the bi-centennial of the Lewis and Clark expedition. ... This is portfolio ...""–Colophon, signed, numbered and dated in pencil; Includes 2 preliminary bifolia containing title with hand-colored vignette, contents, colophon, and introductory texts by Rick Newby (""Dead nature""), Griff Williams (""Still life""), and Peter Rutledge Koch (""Nature morte""); ""A portfolio of digital pigment prints assembled from historic photographs and documents; the manuscript journals and papers of Meriwether Lewis, William Clark, and Elers Koch; and short legends by the artist hand-set in lead type.""–Publisher's description on website of Peter Koch, Printers; Issued in tan cloth drop-spine box, with brown morocco spine lettered in dark brown; Hay Star copy: No. 6, signed.",,Peter Rutledge Koch; Rick Newby; Griff Williams; Peter Rutledge Koch; John DeMerritt; Holter Museum of Art; Urban Digital Color
V8FPC5CT,3,,3:V8FPC5CT; 2:TMDJTB8H,Nature's details,2004-00-00 2004-2006,Mystical Places Press,"Wenatchee, WA",,,,,,,,,,8 v. : chiefly ill. ; 22 c 22 cm.,,Jill Timm
3WI4U5FX,3,,3:3WI4U5FX; 2:3EIWZUDI,Nau em I art bilong yumi,1994-00-00 1994,Yves Gevaert,Brussels,,,English,,,,,,http://www.worldcat.org/oclc/38169006,,,Lawrence Weiner
A7JX4GYM,3,,3:A7JX4GYM; 2:DNE4U9RC,Naufragio euforico = Euphoric wreck,1974-00-00 1974,Diagramma,Milano,,,Italian,,,,,,http://www.worldcat.org/oclc/62693409,[additional worldcat records available- 9/20/21] OCLC: 62693409,,Michele Zaza
WUL8Q8GI,3,,3:WUL8Q8GI; 2:8GTV8PF7,Nebbia,2004-00-00 2004,Frans Masereelcentrum,Belgium,,,,24,,,,,,,,Cynthia Lollis; Daniela Deeg; Joseph Brodsky
E4U5KUWK,3,,3:E4U5KUWK,Nebbia,2004-00-00 2004,,"Athens, Georgia",,,,,,,,,[No WorldCat records found 11/18/21],,,Cynthia Lollis Daniela Deeg
UIW5594S,3,,3:UIW5594S; 2:2K6BKE2Z,Necessary disclosures,2003-00-00 2003,Women's Studio Workshop,"Rosendale, NY",,,,,,,,,,ID: VCU_ALMA21381176500001101,,Sarah Peters
8V7S8M9K,3,,3:8V7S8M9K; 2:X6F3H4M5,Need me like I need you,0000-00-00 c1993,Burning editions,"Montréal, Québec",,,,[29],,,,,,,,organised Andrew Forster
SDZACH49,3,,3:SDZACH49; 1:FHTW72T5,Negative entropy,2015-00-00 2015,Three Star Books,Paris,,,English,,,,,,http://www.worldcat.org/oclc/956331502,OCLC: 956331502,,Mika Tajima
JKGBHB48,3,true,3:JKGBHB48; 2:N22BIINF; 1:CUTDCKXH,Negative publicity : artefacts of extraordinary rendition,2015-00-00 2015,"Aperture Foundation, Inc. :",New York,978-1-59711-351-9,,,,First edition.,,,,,,Negative publicity,Crofton Black; Edmund (Photographer) Clark
DS9CH8N2,3,,3:DS9CH8N2; 1:IPSQH4FS,Negroes: a handbook,2015-00-00 2015,,,,,English,,,,,,,OCLC: 954495399,Negroes,Tia Blassingame; Primrose Press
IS6X26IT,3,,3:IS6X26IT,"Neighbours, we'll not part tonight",1976-00-00 1976,Circle Press,"Guildford, Surrey",,,English,,,,,,http://www.worldcat.org/oclc/61548340,OCLC: 61548340,,Roy Fisher; Ron King
KPSNM755,3,,3:KPSNM755; 2:ICGQHRCV,Nemo propheta in patria,0000-00-00 c1978,Edizioni nuovi strumenti,Brescia,,,,[80],,,,,,,,Guglielmo Achille Cavellini
5BQGU27W,3,,3:5BQGU27W; 2:VKBVUEIA,"Nepal, 1975",1977-00-00 1977,Municipal Van Abbemuseum,"Eindhoven, Netherlands",,,English,,,,,,http://www.worldcat.org/oclc/1075075865,"[additional worldcat records available- 9/20/21] ""A 20 day walking journey from Dolalghat following the trail to the Everest icefall. Post monsoon season, Nepal, 1975.""; ll/ba",,Hamish Fulton
HF8DCWSM,1,true,1:HF8DCWSM,NERTM (New earth resiliency training module).,2019-00-00 2019,[publisher not identified],[New York?],,,,,,,,N7433.4.T32 N47 2016 v.2,https://catalog.lib.unc.edu/catalog/UNCb11465536,,,
FS72DBX7,3,,3:FS72DBX7; 2:A79F44A3,Nesso,0000-00-00 N.d.,,,,,,,,,,,[no worldcat record found-- 9/20/21],,,Mario Fallini
5NHGZMJK,3,,3:5NHGZMJK; 2:4GG7XQU9,Nesting place,2009-00-00 2009,J. Sim,"Chicago, IL?",,,,1 v. (un,,,,,,,,Jana Sim
ZVZEXSPQ,3,true,3:ZVZEXSPQ; 2:6C3G825J; 1:7BDVQGI4,Nets,2004-00-00 2004,Distributed by Small Press Distribution,S.l.,0-9727684-3-2,,,,,,,,,,,Jen Bervin; publisher Ugly Duckling Presse
H7WBH66E,3,,3:H7WBH66E; 2:BBD937MF,Nettles,1991-00-00 1991,Flockophobic Press,New York City,096235855X (limited ed.); 9780962358555 (limited ed.); 0962358568 (pbk.); 9780962358562 (pbk.),,,1 v. (un,,,,,,,,Holton Rower
48PALKTC,3,,3:48PALKTC; 2:XF5ARN7W,Neurasthenia,0000-00-00 c1997,Timber Tone Publishing,"Atlanta, GA",,,,[33],,,,,,,,Malady of the Nervous Century
3YUM6XP4,3,,3:3YUM6XP4; 2:2F4QEAFF,"Never before, so much for so few",1981-00-00 1981,A.G. Harris,"Halifax, Nova Scotia",,,,,,,,,,Cover title.,,Alan Harris
SZPF8XNP,3,,3:SZPF8XNP; 2:SS5KWJTT,Never develop an appetite and other poems of love and havoc,2004-00-00 2004,Ana Fernández,"Rosendale, NY",,,,,,,,,,ID: VCU_ALMA21352222800001101,,Ana Fernández
5Z4WGFNS,3,,3:5Z4WGFNS,Never mind the crowd,1983-00-00 1983,Never Mind the Press,"Berkeley, Calif.",,,English,,,,,,http://www.worldcat.org/oclc/42257817,OCLC: 42257817,,Alisa J Golden; Never Mind the Press (Firm)
LF4LDHL8,3,,3:LF4LDHL8; 2:AAV9UF2B,Never odd or even,1991-00-00 1991,Verlag Silke Schreiber,Munich,,,,,,,,,,20 folded sheets : ill. ; 28 cm.,,Barbara Bloom
6GHX8ICJ,3,true,3:6GHX8ICJ; 2:VAI2BABF; 1:HS9B22Y9,Never realized,1996-00-00 1996,Presse Endémique,New York,0-9642558-1-2,,,,,,,,,,,Robert Blanchon; Mary Ellen Carroli; Connie Samaras
5WPXS9QA,3,,3:5WPXS9QA; 2:XB6J5U3N,New doors,1985-00-00 1985,Nexus Press,"Atlanta, GA",,,English,,,,,,http://www.worldcat.org/oclc/14990300,,,Clifton Meador
K42IJ883,3,,3:K42IJ883; 2:84JSJK9T,New Dryads (are ready for your call),,Poltroon Press,"Berkeley, CA",,,,,,,,,[no worldcat record found-- 9/20/21],,,Frances Butler
T26JIHWJ,3,,3:T26JIHWJ; 2:QG5UIVSB,New flux year,0000-00-00 c1967,Fluxus,New York,,,,,,,,,,1 box ; 12 x 7 x 7.5 cm.,,George Maciunas
L2I8XC8T,3,,3:L2I8XC8T; 2:S98EPQKJ,New Mexican santos,2004-00-00 2004,Freya Diamond,"Santa Fe, NM",,,,,,,,,,"Title from cover.; Edition of 2. Flag structure book. Decorative paper-covered boards with paper title and ribbon closure. A variant in the artist's Body of work series, containing six three-dimensional figures of New Mexico's carved Santos.",,Freya Diamond
D8E5IGFK,3,,3:D8E5IGFK; 2:A9EFQTKJ,New Orleans lexicon,2005-00-00 2005,Mystical Places Press,"Wenatchee, WA",,,,,,,,,,12 cards : col. ill. ; 8 x 6 cm.,,Jill Timm
YXINDMNI,3,,3:YXINDMNI; 2:PBH62AQ4,New world suite number three: a poem in four movements for three voices,2005-00-00 2005,Center for Book Arts,New York City,,,English,,,,,,http://www.worldcat.org/oclc/70839053,,New world suite number three,Robert Bringhurst; Hedi Kyle; Michael Bixler; Winifred Bixler; Barbara Henry; N.Y.) Center for Book Arts (New York
MW8HEJRI,3,,3:MW8HEJRI; 2:C3N27NWJ,New York City in 1979,1981-00-00 1981,Top Stories,"Buffalo, NY (700 Main Street, Buffalo, N.Y. 14202)",,,,,,,,,,ID: VCU_ALMA21368823200001101,,Kathy Acker
IMFUJCFS,3,,3:IMFUJCFS,"New York City, my mother told me.",1995-00-00 1995,Paradise Press,"Santa Monica, Calif.",,,English,,,,,,http://www.worldcat.org/oclc/33383439,OCLC: 33383439,,Susan Elizabeth King; Paradise Press
3VQK6QFH,3,,3:3VQK6QFH; 2:DC2QUJUI,New York garbage flag profile,2005-00-00 2005,Revolver,Frankfurt am Main,,,,,,,,,,ID: VCU_ALMA21402101170001101,,Michalis Pichler
